"","conc","cond","mean","sd","median","mad","log10conc","readout"
"377",0.00411522633744856,"Mo_63",1.58719833175865,1.38322349985164,0.804573574014553,0.0472260345208358,-2.38560627359831,"Dd in infection"
"378",0.00411522633744856,"Mo_64",1.21585117746573,0.122324580302175,1.16476554885118,0.0554720639116886,-2.38560627359831,"Dd in infection"
"379",0.00411522633744856,"Mo_65",1.48757138411749,1.01295691211301,0.957912458554868,0.161099940919095,-2.38560627359831,"Dd in infection"
"380",0.00411522633744856,"Mo_71",1.13033294462241,0.139672538212841,1.06104877605108,0.0329158609061497,-2.38560627359831,"Dd in infection"
"381",0.00411522633744856,"Mo_72",0.989968404290776,0.0267278842313477,0.991390692786866,0.0364216323450603,-2.38560627359831,"Dd in infection"
"382",0.00411522633744856,"Pf_62",1.4191474745678,0.918360031251148,0.942342188109785,0.155796486665164,-2.38560627359831,"Dd in infection"
"383",0.00411522633744856,"Pf_63",1.53079862355487,1.2077449849946,0.850160531291888,0.0491868190614354,-2.38560627359831,"Dd in infection"
"384",0.00411522633744856,"Pf_64",1.0872877838865,0.133886187351837,1.03654253175824,0.0746493583446375,-2.38560627359831,"Dd in infection"
"385",0.00411522633744856,"Pf_68",1.75415229352711,1.40999906913063,0.945905641818563,0.0172271592850153,-2.38560627359831,"Dd in infection"
"386",0.00411522633744856,"Pf_70",1.54763819870253,0.867701655817085,1.08524646439581,0.112953536014015,-2.38560627359831,"Dd in infection"
"387",0.00411522633744856,"Pf_71",1.27735658466008,0.552988235539079,1.00832808901864,0.145248412536128,-2.38560627359831,"Dd in infection"
"388",0.00411522633744856,"Pf_72",1.57764395295248,1.14902119369831,0.953513906482309,0.115280457525642,-2.38560627359831,"Dd in infection"
"389",0.00411522633744856,"Pf_84",1.88890418764318,1.85122866368034,0.849356310093837,0.0863679309697754,-2.38560627359831,"Dd in infection"
"390",0.00411522633744856,"Pt_46",1.7752507067601,1.38485590464051,1.02760953616019,0.15228020686073,-2.38560627359831,"Dd in infection"
"391",0.00411522633744856,"Pt_47",0.762076345733943,0.37600627756748,0.606121220945183,0.173433504498283,-2.38560627359831,"Dd in infection"
"392",0.00411522633744856,"Pt_48",0.98510222080415,0.0406158563995945,1.00584665275642,0.00787257586103625,-2.38560627359831,"Dd in infection"
"393",0.00411522633744856,"Sb_24",0.980903264851023,0.0671678107762666,0.968984251800349,0.0718933655658888,-2.38560627359831,"Dd in infection"
"394",0.00411522633744856,"Sb_25",0.904182045717788,0.0280634949309766,0.893433215602745,0.015346982814657,-2.38560627359831,"Dd in infection"
"395",0.00411522633744856,"Sb_26",0.993349238672795,0.0280691275698015,0.988651787990635,0.0307292385375091,-2.38560627359831,"Dd in infection"
"396",0.00411522633744856,"Sb_44",0.904811812323835,0.133924203052794,0.950234602225095,0.0887817839670799,-2.38560627359831,"Dd in infection"
"397",0.00411522633744856,"Sp_35",0.882518316429097,0.0660913527734285,0.899853392532764,0.0568741733545341,-2.38560627359831,"Dd in infection"
"398",0.00411522633744856,"Sp_36",1.03083148850232,0.117519658572881,0.966519573996825,0.0104015038027499,-2.38560627359831,"Dd in infection"
"399",0.00411522633744856,"Tt_07",1.03447916722343,0.0160718186596795,1.03019097371582,0.0136467193527325,-2.38560627359831,"Dd in infection"
"400",0.0123456790123457,"-",0.962256183296249,0.0956254016410218,0.96435463975721,0.108498449479854,-1.90848501887865,"Dd in infection"
"401",0.0123456790123457,"Ak_07",1.01502888248205,0.27300153242796,0.872043455432535,0.042735318066123,-1.90848501887865,"Dd in infection"
"402",0.0123456790123457,"Am_72",0.866025602100072,0.071337476637376,0.833540790505403,0.0249503440339689,-1.90848501887865,"Dd in infection"
"403",0.0123456790123457,"Am_86",0.624798623943049,0.393536300987763,0.828789178176992,0.0677101033913653,-1.90848501887865,"Dd in infection"
"404",0.0123456790123457,"Fh_12",1.25142245485484,0.722563912788864,0.867116948777001,0.0962093550537284,-1.90848501887865,"Dd in infection"
"405",0.0123456790123457,"Gc_07",0.867286537972712,0.161815781801291,0.932386207544972,0.080100967965908,-1.90848501887865,"Dd in infection"
"406",0.0123456790123457,"Gc_23",1.02984586156798,0.326061512965004,0.865422023219581,0.0692218642580573,-1.90848501887865,"Dd in infection"
"407",0.0123456790123457,"Gc_25",0.54065538159942,0.59710822683156,0.854971015008217,0.0889259670078375,-1.90848501887865,"Dd in infection"
"408",0.0123456790123457,"Gc_26",0.818972569194877,0.299190813924655,0.983744018602804,0.0234432480916441,-1.90848501887865,"Dd in infection"
"409",0.0123456790123457,"Gc_28",0.925010119426407,0.105523349378687,0.898880292938897,0.0946991341075099,-1.90848501887865,"Dd in infection"
"410",0.0123456790123457,"Gc_32",1.07560377772566,0.306234107084442,0.932920725172533,0.0981075740212567,-1.90848501887865,"Dd in infection"
"411",0.0123456790123457,"Gc_33",0.767682860764902,0.329543005613371,0.912192011339556,0.130603759685081,-1.90848501887865,"Dd in infection"
"412",0.0123456790123457,"Gc_34",1.20862205526781,0.346214528999859,1.0240003639682,0.0447026565497565,-1.90848501887865,"Dd in infection"
"413",0.0123456790123457,"Gc_35",0.673327455665501,0.515671775893837,0.96306612519082,0.0235709475763751,-1.90848501887865,"Dd in infection"
"414",0.0123456790123457,"Gc_36",0.760539654890001,0.390282530689858,0.968594646452998,0.0505844531551795,-1.90848501887865,"Dd in infection"
"415",0.0123456790123457,"Gc_37",1.20592662230904,0.450638480542217,0.986511755882742,0.117858887654751,-1.90848501887865,"Dd in infection"
"416",0.0123456790123457,"Ko_09",1.29997837541861,0.637549179493342,0.933745255601677,0.00549900296071618,-1.90848501887865,"Dd in infection"
"417",0.0123456790123457,"Ko_11",0.832367308000384,0.213636324089434,0.93607958922524,0.056738976686321,-1.90848501887865,"Dd in infection"
"418",0.0123456790123457,"Ko_15",1.02579723432115,0.301366836026462,0.860991295713433,0.0270093877980595,-1.90848501887865,"Dd in infection"
"419",0.0123456790123457,"Ko_16",0.824859809849433,0.327512581639565,0.993645701729988,0.0591627664377034,-1.90848501887865,"Dd in infection"
"420",0.0123456790123457,"Ko_17",0.739766596789169,0.428108224541963,0.979758376265988,0.0211781097966941,-1.90848501887865,"Dd in infection"
"421",0.0123456790123457,"Ko_18",1.18314623168947,0.362629853671003,0.975053421491195,0.00376683814435601,-1.90848501887865,"Dd in infection"
"422",0.0123456790123457,"Ko_20",1.14742830653743,0.416724401733625,0.909205024161103,0.00702389508501889,-1.90848501887865,"Dd in infection"
"423",0.0123456790123457,"Ko_21",0.685899967119017,0.714459550692578,1.0704616307271,0.0819086914880149,-1.90848501887865,"Dd in infection"
"424",0.0123456790123457,"Ko_22",1.27339628114668,0.497337637795422,1.00866940559158,0.0656104497608472,-1.90848501887865,"Dd in infection"
"425",0.0123456790123457,"Ko_25",1.00063915607921,0.0433359915707768,1.0142546011704,0.0315465054738639,-1.90848501887865,"Dd in infection"
"426",0.0123456790123457,"Ko_26",0.717632769598631,0.594791924578974,1.03402119403065,0.0790803350765057,-1.90848501887865,"Dd in infection"
"427",0.0123456790123457,"Ko_29",1.35398870646578,0.713057925271061,0.97504060736108,0.0958149758977688,-1.90848501887865,"Dd in infection"
"428",0.0123456790123457,"Ko_30",1.31182128462808,0.627591695304659,0.955726707142504,0.0184667198131932,-1.90848501887865,"Dd in infection"
"429",0.0123456790123457,"Ko_43",0.687495089179024,0.659583048075381,1.06829910488715,1.90799737313938e-05,-1.90848501887865,"Dd in infection"
"430",0.0123456790123457,"Ko_44",1.18648416716156,0.305097532365339,1.03999890629937,0.0856123365661702,-1.90848501887865,"Dd in infection"
"431",0.0123456790123457,"Ko_58",1.11900021272033,0.173554881476119,1.02582829894315,0.0206071825034342,-1.90848501887865,"Dd in infection"
"432",0.0123456790123457,"Mo_07",1.01473312474509,0.170276002551523,1.07130718271038,0.115959917461358,-1.90848501887865,"Dd in infection"
"433",0.0123456790123457,"Mo_62",1.24591023204928,0.428339190587227,1.03296639170145,0.0996190362584629,-1.90848501887865,"Dd in infection"
"434",0.0123456790123457,"Mo_63",1.3562010094501,0.868174187680105,0.888114112626835,0.097246519164828,-1.90848501887865,"Dd in infection"
"435",0.0123456790123457,"Mo_64",1.709546129939,1.00967039778962,1.16041864699856,0.0992906800749365,-1.90848501887865,"Dd in infection"
"436",0.0123456790123457,"Mo_65",1.55974227215082,1.04175896990591,0.983697462751829,0.0748371313112768,-1.90848501887865,"Dd in infection"
"437",0.0123456790123457,"Mo_71",1.26016962655079,0.30163857879554,1.08972659946474,0.0109564753221922,-1.90848501887865,"Dd in infection"
"438",0.0123456790123457,"Mo_72",1.48219805350006,0.731167723531051,1.08173424928469,0.0637329519080298,-1.90848501887865,"Dd in infection"
"439",0.0123456790123457,"Pf_62",1.34479483216443,0.706395506483394,0.95600030380154,0.0560338237875651,-1.90848501887865,"Dd in infection"
"440",0.0123456790123457,"Pf_63",1.20257423749607,0.50771387983966,0.941878365197212,0.0944574307640625,-1.90848501887865,"Dd in infection"
"441",0.0123456790123457,"Pf_64",1.56898587836206,0.679319612737995,1.25693094979164,0.230052523092526,-1.90848501887865,"Dd in infection"
"442",0.0123456790123457,"Pf_68",1.65214293860516,1.23591846445446,0.953153418487912,0.0430520308962264,-1.90848501887865,"Dd in infection"
"443",0.0123456790123457,"Pf_70",1.63667877874872,0.984509812513451,1.08936406656684,0.0621607324760964,-1.90848501887865,"Dd in infection"
"444",0.0123456790123457,"Pf_71",1.50466854246606,0.777313701905685,1.09264814400935,0.107556643073925,-1.90848501887865,"Dd in infection"
"445",0.0123456790123457,"Pf_72",1.64484650926552,1.28362504132879,0.904897414582832,0.00341552516461998,-1.90848501887865,"Dd in infection"
